,0
8000,standing_flickr-5-1-9-9-3-4-1-8-21851993418_17.mp4
8001,standing_flickr-5-2-0-0-3-9-6-6-3552003966_1.mp4
8002,standing_flickr-5-2-1-8-3-6-1-1-5852183611_49.mp4
8003,standing_flickr-5-2-3-8-5-6-9-3-13652385693_2.mp4
8004,standing_flickr-5-2-5-4-5-7-8-5-3252545785_11.mp4
8005,standing_flickr-5-2-5-6-1-4-9-6-5952561496_10.mp4
8006,standing_flickr-5-2-8-5017400528_9.mp4
8007,standing_flickr-5-3-1-2-4-0-8-1-2653124081_18.mp4
8008,standing_flickr-5-3-1-3935197531_11.mp4
8009,standing_flickr-5-3-6-1-4-9-6-8-3753614968_6.mp4
8010,standing_flickr-5-4-5-5027981545_11.mp4
8011,standing_flickr-5-5-1-2-3-6-4-6-9555123646_7.mp4
8012,standing_flickr-5-5-2-6091151552_34.mp4
8013,standing_flickr-5-6-4-8569145564_5.mp4
8014,standing_flickr-5-7-1-0-0-8-9-7-14457100897_16.mp4
8015,standing_flickr-5-7-1-3311604571_27.mp4
8016,standing_flickr-5-8-6-7-3-4-2-3-24658673423_12.mp4
8017,standing_flickr-5-8-9-3-2-6-5-1-3058932651_33.mp4
8018,standing_flickr-5-9-1-1-9-3-1-2-7159119312_1.mp4
8019,standing_flickr-5-9-2-9-5-0-7-1-5359295071_32.mp4
8020,standing_flickr-5-9-2-9-5-0-7-1-5359295071_37.mp4
8021,standing_flickr-5-9-6-4922545596_9.mp4
8022,standing_flickr-5-9-8-1-2-9-3-8-5259812938_15.mp4
8023,standing_flickr-6-0-9-0-7-3-1-1-3060907311_1.mp4
8024,standing_flickr-6-0-9-0-7-3-1-1-3060907311_12.mp4
8025,standing_flickr-6-1-2-7-0-8-3-7-6361270837_69.mp4
8026,standing_flickr-6-1-4-5-6-2-1-0-3161456210_16.mp4
8027,standing_flickr-6-2-2-6322395622_28.mp4
8028,standing_flickr-6-2-4-7520057624_36.mp4
8029,standing_flickr-6-2-5-9-3-1-2-5-15862593125_16.mp4
8030,standing_flickr-6-4-1-6-2-8-3-3-4664162833_11.mp4
8031,standing_flickr-6-4-6-5-7-1-0-7-2864657107_10.mp4
8032,standing_flickr-6-4-6-8-4-2-0-7-8664684207_3.mp4
8033,standing_flickr-6-4-8-6968045648_12.mp4
8034,standing_flickr-6-4-9-5-5-2-4-8-4064955248_10.mp4
8035,standing_flickr-6-4-9-8-4-0-1-4-4564984014_15.mp4
8036,standing_flickr-6-4-9-8133292649_41.mp4
8037,standing_flickr-6-5-1-3-5-5-9-3-2765135593_11.mp4
8038,standing_flickr-6-5-3-1-5-3-9-1-2465315391_9.mp4
8039,standing_flickr-6-5-3-3670535653_2.mp4
8040,standing_flickr-6-5-3-6-0-1-6-9-7165360169_38.mp4
8041,standing_flickr-6-5-5-1-0-9-8-9-2565510989_33.mp4
8042,standing_flickr-6-6-2-3854458662_6.mp4
8043,standing_flickr-6-6-5-8-9-9-0-2-8266589902_12.mp4
8044,standing_flickr-6-6-6-9-0-9-8-2-15066690982_44.mp4
8045,standing_flickr-6-6-8-3-9-9-8-6-7366839986_47.mp4
8046,standing_flickr-6-6-8-9-3-7-7-6-4866893776_53.mp4
8047,standing_flickr-6-6-8-9-6-8-7-5-2666896875_10.mp4
8048,standing_flickr-6-6-9-6196053669_7.mp4
8049,standing_flickr-6-6-9-7-7-4-9-7-2666977497_18.mp4
8050,standing_flickr-6-7-5-6-2-4-6-4-8767562464_36.mp4
8051,standing_flickr-6-7-7-9-2-2-1-9-6767792219_7.mp4
8052,standing_flickr-6-7-8-2479268678_94.mp4
8053,standing_flickr-6-8-2-5520627682_15.mp4
8054,standing_flickr-6-9-1-8-6-5-4-4-4069186544_10.mp4
8055,standing_flickr-6-9-6-9830328696_9.mp4
8056,standing_flickr-6-9-7-8-0-8-9-7-5269780897_61.mp4
8057,standing_flickr-6-9-9-1-1-8-9-5-4469911895_39.mp4
