,0
9000,talking_9-7-3-4-3-0-0-5-6297343005.mp4
9001,talking_9-7-3-5-9-3-5-0-3797359350.mp4
9002,talking_9-7-8-6-5-3-8-1-2497865381.mp4
9003,talking_9-8-0-5308004980.mp4
9004,talking_9-8-1-5713854981.mp4
9005,talking_9-8-3-6-5-3-5-5-5198365355.mp4
9006,talking_9-8-5-12786838985.mp4
9007,talking_9-8-5-4208407985.mp4
9008,talking_9-8-6-12192689986.mp4
9009,talking_9-8-8-4-4-3-6-7-5298844367.mp4
9010,talking_9-9-0-2-0-4-8-0-25699020480.mp4
9011,talking_9-9-1-2990186991.mp4
9012,talking_9-9-4-9-8-2-8-2-23499498282.mp4
9013,talking_9-9-6-8-0-1-8-2-3799680182.mp4
9014,talking_9-9-6-8319381996.mp4
9015,talking_9-9-6-9-0-8-0-7-4699690807.mp4
9016,talking_9-9-9-3-6-0-1-8-7999936018.mp4
9017,talking_9663474303.mp4
9018,talking_flickr-0-0-1-1-5-7-8-3-4300115783_11.mp4
9019,talking_flickr-0-0-6-1-3-9-6-4-16000613964_7.mp4
9020,talking_flickr-0-0-7-1-5-3-5-7-2600715357_3.mp4
9021,talking_flickr-0-1-1-2-1-6-8-7-8401121687_22.mp4
9022,talking_flickr-0-1-2-1-7-3-4-5-10801217345_119.mp4
9023,talking_flickr-0-1-4-9034975014_8.mp4
9024,talking_flickr-0-1-5-12426332015_21.mp4
9025,talking_flickr-0-1-5-4803263015_17.mp4
9026,talking_flickr-0-1-9-1-7-3-8-3-3401917383_4.mp4
9027,talking_flickr-0-2-0-2-7-5-5-1-8102027551_19.mp4
9028,talking_flickr-0-2-1-3055238021_1.mp4
9029,talking_flickr-0-2-3-9-5-7-9-3-4002395793_6.mp4
9030,talking_flickr-0-3-1-1-2-6-0-3-16003112603_2.mp4
9031,talking_flickr-0-3-4-3297878034_19.mp4
9032,talking_flickr-0-3-6-3-4-8-2-5-26303634825_14.mp4
9033,talking_flickr-0-3-8-5-4-3-2-5-2503854325_1.mp4
9034,talking_flickr-0-4-3-6-0-8-7-9-3404360879_23.mp4
9035,talking_flickr-0-4-4-4676795044_34.mp4
9036,talking_flickr-0-4-5-3-9-0-0-1-26104539001_33.mp4
9037,talking_flickr-0-4-9-0-5-6-0-1-8704905601_38.mp4
9038,talking_flickr-0-4-9-9-7-2-8-3-5304997283_11.mp4
9039,talking_flickr-0-5-2-7-6-9-4-2-15605276942_9.mp4
9040,talking_flickr-0-5-6-3745532056_150.mp4
9041,talking_flickr-0-6-0-5-6-1-3-6-2606056136_26.mp4
9042,talking_flickr-0-6-3-5-1-4-1-5-2406351415_2.mp4
9043,talking_flickr-0-6-5-13643388065_13.mp4
9044,talking_flickr-0-6-6-5-3-4-0-2-7606653402_59.mp4
9045,talking_flickr-0-6-9-8-3-5-0-3-12806983503_5.mp4
9046,talking_flickr-0-7-1-4-6-8-2-3-11607146823_24.mp4
9047,talking_flickr-0-7-3-0-4-8-5-7-8107304857_4.mp4
9048,talking_flickr-0-7-3-3-7-5-1-5-12207337515_9.mp4
9049,talking_flickr-0-7-4-4-6-5-2-4-13907446524_15.mp4
9050,talking_flickr-0-7-8-4-1-6-7-4-5107841674_8.mp4
9051,talking_flickr-0-7-8-9-6-9-6-1-2407896961_9.mp4
9052,talking_flickr-0-8-0-3-1-4-7-3-6608031473_7.mp4
9053,talking_flickr-0-8-1-2-0-0-0-8-4608120008_46.mp4
9054,talking_flickr-0-8-5-4-3-0-2-3-3908543023_8.mp4
9055,talking_flickr-0-8-8-4826598088_16.mp4
9056,talking_flickr-0-9-1-3476634091_38.mp4
9057,talking_flickr-0-9-5-2-0-1-3-0-2609520130_68.mp4
9058,talking_flickr-1-0-0-4-4-4-4-9-4610044449_10.mp4
9059,talking_flickr-1-0-3-6-3-1-2-5-23110363125_56.mp4
9060,talking_flickr-1-1-4-9-1-2-4-8-19611491248_53.mp4
9061,talking_flickr-1-1-5-6-2-3-1-6-10011562316_1.mp4
9062,talking_flickr-1-1-6-0-0-6-2-2-6911600622_22.mp4
9063,talking_flickr-1-2-2-13884255122_22.mp4
9064,talking_flickr-1-2-2-8431552122_48.mp4
9065,talking_flickr-1-2-2-9-6-5-1-6-7312296516_9.mp4
9066,talking_flickr-1-2-4-3703196124_4.mp4
9067,talking_flickr-1-2-6-7-2-7-2-9-2812672729_20.mp4
9068,talking_flickr-1-2-6-8509676126_2.mp4
9069,talking_flickr-1-3-8-4415377138_4.mp4
9070,talking_flickr-1-4-1-5679484141_28.mp4
9071,talking_flickr-1-4-3-9-3-6-4-1-5414393641_6.mp4
9072,talking_flickr-1-4-4-4-9-4-1-1-3114449411_26.mp4
9073,talking_flickr-1-4-5-6-9-6-5-1-6114569651_9.mp4
9074,talking_flickr-1-4-6-6178992146_51.mp4
9075,talking_flickr-1-4-6-8-7-8-2-1-5914687821_22.mp4
9076,talking_flickr-1-4-7-1-4-9-5-9-2814714959_43.mp4
9077,talking_flickr-1-5-6-8-7-5-1-6-18715687516_8.mp4
9078,talking_flickr-1-5-7-5-7-2-4-5-12015757245_35.mp4
9079,talking_flickr-1-5-8-2-5-2-9-5-26415825295_13.mp4
9080,talking_flickr-1-7-6-5-4-4-8-5-9117654485_21.mp4
9081,talking_flickr-1-7-6-5136517176_16.mp4
9082,talking_flickr-1-7-8-5-2-6-5-6-9217852656_31.mp4
9083,talking_flickr-1-7-9-7-9-1-9-3-10017979193_10.mp4
9084,talking_flickr-1-8-2-2-3-0-7-6-3218223076_24.mp4
9085,talking_flickr-1-9-0-3-5-6-8-3-11619035683_6.mp4
9086,talking_flickr-1-9-6-3-6-3-9-3-6119636393_46.mp4
9087,talking_flickr-1-9-6-9-5-5-8-1-6119695581_33.mp4
9088,talking_flickr-2-0-2-3-8-2-2-1-3520238221_57.mp4
9089,talking_flickr-2-0-2-8-3-6-9-2-6120283692_56.mp4
9090,talking_flickr-2-1-1-4-3-5-8-7-5121143587_33.mp4
9091,talking_flickr-2-1-7-1-7-6-2-0-14321717620_1.mp4
9092,talking_flickr-2-1-7-1-8-0-7-4-3221718074_27.mp4
9093,talking_flickr-2-1-7-6-7-9-8-9-14321767989_1.mp4
9094,talking_flickr-2-1-7-7-8-6-1-8-14321778618_2.mp4
9095,talking_flickr-2-1-8-9-1-1-8-8-14321891188_6.mp4
9096,talking_flickr-2-2-3-0-0-1-0-1-16622300101_1.mp4
9097,talking_flickr-2-2-5-4184881225_5.mp4
9098,talking_flickr-2-4-5-4153832245_135.mp4
9099,talking_flickr-2-4-7-7-4-3-2-5-6524774325_32.mp4
9100,talking_flickr-2-5-1-2-9-8-7-8-3325129878_12.mp4
9101,talking_flickr-2-5-2-0-3-3-9-6-17325203396_39.mp4
9102,talking_flickr-2-5-5-0-7-2-2-3-3925507223_9.mp4
9103,talking_flickr-2-5-6-7-5-4-2-5-6825675425_6.mp4
9104,talking_flickr-2-5-8-1-9-9-4-9-2525819949_2.mp4
9105,talking_flickr-2-6-3-9782754263_6.mp4
9106,talking_flickr-2-7-2-0-7-1-0-4-8327207104_13.mp4
9107,talking_flickr-2-7-4-7576901274_22.mp4
9108,talking_flickr-2-7-7-6-8-7-6-9-16527768769_2.mp4
9109,talking_flickr-2-8-5-6662142285_1.mp4
9110,talking_flickr-2-9-2-8-0-4-4-9-3329280449_7.mp4
9111,talking_flickr-2-9-6-8-0-7-6-4-2829680764_3.mp4
9112,talking_flickr-3-0-6-6-2-0-6-5-16730662065_88.mp4
9113,talking_flickr-3-0-6-8-0-2-1-3-16330680213_36.mp4
9114,talking_flickr-3-1-2-0-6-1-3-2-2431206132_4.mp4
9115,talking_flickr-3-1-5-7-4-9-4-9-18631574949_29.mp4
9116,talking_flickr-3-1-7-2-3-0-7-4-7231723074_31.mp4
9117,talking_flickr-3-2-3-10132375323_29.mp4
9118,talking_flickr-3-3-6-6-5-7-2-5-4333665725_37.mp4
9119,talking_flickr-3-4-2-5563577342_681.mp4
9120,talking_flickr-3-4-3-0-6-1-8-5-10434306185_31.mp4
9121,talking_flickr-3-4-8-1-1-7-4-2-7434811742_21.mp4
9122,talking_flickr-3-5-2-2-2-9-4-8-16435222948_6.mp4
9123,talking_flickr-3-5-2-7774460352_27.mp4
9124,talking_flickr-3-5-4-8-9-9-5-6-4335489956_1.mp4
9125,talking_flickr-3-5-7-6-9-3-0-4-21735769304_7.mp4
9126,talking_flickr-3-6-9-9-6-8-6-2-4536996862_4.mp4
9127,talking_flickr-3-7-3-6-0-4-0-1-6837360401_37.mp4
9128,talking_flickr-3-7-8-2-1-6-8-6-6337821686_3.mp4
9129,talking_flickr-3-7-9-0-2-7-3-6-3237902736_42.mp4
9130,talking_flickr-3-8-3-6-5-4-2-2-5538365422_8.mp4
9131,talking_flickr-3-9-3-9147039393_12.mp4
9132,talking_flickr-3-9-6-9-1-3-5-9-6639691359_47.mp4
9133,talking_flickr-4-0-3-3-6-5-6-8-2940336568_10.mp4
9134,talking_flickr-4-0-7-8673708407_12.mp4
9135,talking_flickr-4-1-0-1-8-8-6-4-6941018864_73.mp4
9136,talking_flickr-4-1-6-5386569416_27.mp4
9137,talking_flickr-4-2-2-9-3-9-9-7-3042293997_25.mp4
9138,talking_flickr-4-2-3-8653429423_9.mp4
9139,talking_flickr-4-2-7-6731453427_31.mp4
9140,talking_flickr-4-3-0-3-3-5-5-4-3343033554_76.mp4
9141,talking_flickr-4-3-2-5-6-2-7-8-4743256278_1.mp4
9142,talking_flickr-4-3-2-9-1-7-1-2-7743291712_21.mp4
9143,talking_flickr-4-3-3-4-7-0-4-1-3543347041_35.mp4
9144,talking_flickr-4-3-3-7-4-2-6-2-18243374262_2.mp4
9145,talking_flickr-4-3-5-3123804435_24.mp4
9146,talking_flickr-4-4-0-5-1-1-5-1-4844051151_64.mp4
9147,talking_flickr-4-4-0-9-7-1-7-2-16644097172_6.mp4
9148,talking_flickr-4-4-5-6113984445_23.mp4
9149,talking_flickr-4-5-1-0-4-7-9-5-2845104795_37.mp4
9150,talking_flickr-4-5-3-0-8-4-8-1-16045308481_41.mp4
9151,talking_flickr-4-5-3-5-6-0-1-2-2545356012_5.mp4
9152,talking_flickr-4-5-4-7-2-5-4-1-4345472541_32.mp4
9153,talking_flickr-4-5-7-0-0-6-3-7-4745700637_71.mp4
9154,talking_flickr-4-5-9-8-6-2-6-8-7245986268_2.mp4
9155,talking_flickr-4-6-1-3-1-7-1-7-3346131717_5.mp4
9156,talking_flickr-4-6-2-8-0-6-4-0-2546280640_7.mp4
9157,talking_flickr-4-6-3-5-0-3-2-0-4946350320_43.mp4
9158,talking_flickr-4-6-4-1-2-3-4-8-4646412348_9.mp4
9159,talking_flickr-4-6-7-4-9-0-7-6-2446749076_7.mp4
9160,talking_flickr-4-6-8-1-6-6-8-4-4946816684_9.mp4
9161,talking_flickr-4-7-8-9-1-5-0-3-14947891503_21.mp4
9162,talking_flickr-4-8-2-4952858482_62.mp4
9163,talking_flickr-4-8-4-4-9-5-5-4-3348449554_19.mp4
9164,talking_flickr-4-8-9-4-5-7-3-0-2648945730_17.mp4
9165,talking_flickr-4-9-2-5988604492_3.mp4
9166,talking_flickr-4-9-3-3369274493_21.mp4
9167,talking_flickr-4-9-8-2524723498_31.mp4
9168,talking_flickr-5-0-3-6-4-6-1-8-3750364618_11.mp4
9169,talking_flickr-5-0-4-10131928504_8.mp4
9170,talking_flickr-5-1-1-8-2-5-4-5-9051182545_7.mp4
9171,talking_flickr-5-1-3-1-8-3-5-4-20851318354_34.mp4
9172,talking_flickr-5-1-8-6-4-5-6-7-6551864567_41.mp4
9173,talking_flickr-5-2-0-0-3-9-6-6-3552003966_20.mp4
9174,talking_flickr-5-2-5-7-6-1-4-6-24452576146_16.mp4
9175,talking_flickr-5-2-8-1-7-2-1-3-14752817213_2.mp4
9176,talking_flickr-5-3-0-3-9-9-8-6-7953039986_39.mp4
9177,talking_flickr-5-3-4-2-3-1-1-7-8953423117_2.mp4
9178,talking_flickr-5-3-4-4956826534_22.mp4
9179,talking_flickr-5-3-5-2-6-4-3-5-18553526435_18.mp4
9180,talking_flickr-5-4-0-6-5-9-8-4-2554065984_28.mp4
9181,talking_flickr-5-4-3-0-5-8-3-2-6254305832_8.mp4
9182,talking_flickr-5-4-3-5-7-0-3-6-6954357036_64.mp4
9183,talking_flickr-5-5-2-4203428552_26.mp4
9184,talking_flickr-5-5-3-7-4-4-1-6-15955374416_99.mp4
9185,talking_flickr-5-5-8-4470845558_1.mp4
9186,talking_flickr-5-6-2-6-9-4-1-5-4656269415_4.mp4
9187,talking_flickr-5-6-3-8-4-5-1-9-8256384519_6.mp4
9188,talking_flickr-5-6-5-5490288565_42.mp4
9189,talking_flickr-5-6-6-7-1-6-5-7-15456671657_102.mp4
9190,talking_flickr-5-6-7-9255629567_11.mp4
9191,talking_flickr-5-6-9-7-4-7-6-4-7656974764_48.mp4
9192,talking_flickr-5-6-9-7-4-7-6-4-7656974764_51.mp4
9193,talking_flickr-5-7-3-2-3-5-8-6-2757323586_18.mp4
9194,talking_flickr-5-7-4-0-2-9-0-6-4857402906_34.mp4
9195,talking_flickr-5-8-2-9-8-9-7-4-3958298974_16.mp4
9196,talking_flickr-5-8-5-1-2-3-6-8-3058512368_1.mp4
9197,talking_flickr-5-8-5-6-6-8-5-6-7458566856_5.mp4
9198,talking_flickr-5-9-0-5-6-3-5-3-4059056353_18.mp4
9199,talking_flickr-5-9-5-7-0-1-5-9-2559570159_12.mp4
9200,talking_flickr-5-9-5-8575240595_163.mp4
9201,talking_flickr-5-9-7-9-7-4-5-8-15759797458_71.mp4
9202,talking_flickr-6-0-4-1-0-2-6-3-11960410263_5.mp4
9203,talking_flickr-6-0-6-4630611606_30.mp4
9204,talking_flickr-6-1-1-1-0-6-0-4-3861110604_50.mp4
9205,talking_flickr-6-1-4-0-6-0-2-9-5861406029_11.mp4
9206,talking_flickr-6-2-3-1-5-2-8-8-2762315288_43.mp4
9207,talking_flickr-6-2-3-7-0-8-8-7-5762370887_64.mp4
9208,talking_flickr-6-2-3-7-6-9-3-1-7162376931_2.mp4
9209,talking_flickr-6-2-4-7520057624_29.mp4
9210,talking_flickr-6-3-3-1-6-2-6-6-4463316266_26.mp4
