,0
1000,chewing_flickr-8-9-2-1-2-4-6-3-3189212463_7.mp4
1001,chewing_flickr-9-4-2-9-6-0-2-7-5294296027_18.mp4
1002,chewing_flickr-9-4-7-4610282947_27.mp4
1003,chewing_flickr-9-6-7-7-1-7-6-8-3196771768_6.mp4
1004,chewing_flickr-9-9-3-5-9-2-9-5-3099359295_26.mp4
1005,child-singing_peeks-www_k_to_keek_ip8xeab_1.mp4
1006,child-singing_peeks-www_k_to_keek_O1Wgeab_4.mp4
1007,child-singing_peeks-www_k_to_keek_RSwoeab_16.mp4
1008,child-singing_peeks-www_k_to_keek_VRZieab_1.mp4
1009,child-speaking_cKZEOkd2ZXk_475.mp4
1010,child-speaking_d8sX_O7sA_215.mp4
1011,chopping_flickr-4-2-0-1-7-7-7-4-4742017774_52.mp4
1012,chopping_flickr-4-3-3-9-2-5-8-9-5943392589_2.mp4
1013,chopping_flickr-9-7-8-9-1-2-7-1-3797891271_19.mp4
1014,clapping_0-3-3-9-6-9-9-7-16303396997.mp4
1015,clapping_0-8-1-8-3-0-8-8-3508183088.mp4
1016,clapping_1-2-0-5156702120.mp4
1017,clapping_2-4-3-5345273243.mp4
1018,clapping_3-2-7-1-8-9-0-1-6032718901.mp4
1019,clapping_5-2-3-6-5-7-2-8-7252365728.mp4
1020,clapping_5-3-8-8112899538.mp4
1021,clapping_6-0-5-7114827605.mp4
1022,clapping_6-3-4-4808259634.mp4
1023,clapping_6-4-1-4-9-5-8-1-3764149581.mp4
1024,clapping_6-7-4-2760539674.mp4
1025,clapping_6-8-1-3269799681.mp4
1026,clapping_7-2-7-5-3-0-2-6-25572753026.mp4
1027,clapping_7-2-9-3370025729.mp4
1028,clapping_7-7-2-8-2-5-5-6-8177282556.mp4
1029,clapping_8-3-8-7929839838.mp4
1030,clapping_8-6-6-7704014866.mp4
1031,clapping_9-1-2-5163170912.mp4
1032,clapping_9-2-2-4-5-3-9-4-19192245394.mp4
1033,clapping_9-2-2-7638300922.mp4
1034,clapping_9-4-9-2-4-6-5-6-2494924656.mp4
1035,clapping_9-6-8-5-1-4-0-1-3296851401.mp4
1036,clapping_9-9-5-3768892995.mp4
1037,clapping_9-9-5-7-8-1-3-4-9599578134.mp4
1038,clapping_bing-www_dailymotion_com_video_x62e9u9_193.mp4
1039,clapping_bing-www_dailymotion_com_video_x65g2hb_316.mp4
1040,clapping_flickr-0-3-3-5-3-9-6-2-6903353962_7.mp4
1041,clapping_flickr-0-7-0-5-7-3-8-7-9007057387_28.mp4
1042,clapping_flickr-0-7-4-4-1-8-6-2-5107441862_33.mp4
1043,clapping_flickr-0-8-0-3-8-5-0-2-14408038502_61.mp4
1044,clapping_flickr-1-2-3-8-0-1-5-0-3412380150_49.mp4
1045,clapping_flickr-1-3-2-3-7-6-5-0-3713237650_22.mp4
1046,clapping_flickr-1-9-8-7-1-8-6-3-5619871863_3.mp4
1047,clapping_flickr-2-1-8-9-8-3-7-6-2621898376_13.mp4
1048,clapping_flickr-2-6-3-7-9-3-1-6-25726379316_3.mp4
1049,clapping_flickr-2-6-4-0-2-2-9-6-6326402296_41.mp4
1050,clapping_flickr-2-8-7-5-0-6-3-1-2428750631_9.mp4
1051,clapping_flickr-2-9-5-5-9-8-6-6-3529559866_21.mp4
1052,clapping_flickr-3-3-1-4-2-4-8-8-4433142488_26.mp4
1053,clapping_flickr-3-4-8-0-0-3-0-0-16434800300_11.mp4
1054,clapping_flickr-4-0-9-5-6-4-6-6-2840956466_18.mp4
1055,clapping_flickr-4-8-0-6-8-7-2-6-16848068726_27.mp4
1056,clapping_flickr-5-1-8-8-1-9-9-9-14951881999_13.mp4
1057,clapping_flickr-5-3-9-0-6-1-5-5-9653906155_4.mp4
1058,clapping_flickr-5-7-0-3-9-0-5-1-3957039051_5.mp4
1059,clapping_flickr-5-8-2-1-4-1-4-4-3058214144_1.mp4
1060,clapping_flickr-6-1-3-3680595613_10.mp4
1061,clapping_flickr-6-4-8-0-6-1-2-3-11164806123_25.mp4
1062,clapping_flickr-6-7-4-2760539674_17.mp4
1063,clapping_flickr-6-8-4-3-0-7-7-5-4568430775_5.mp4
1064,clapping_flickr-6-9-7-5-2-9-0-5-22569752905_1.mp4
1065,clapping_flickr-7-1-9-2-0-1-1-4-5271920114_11.mp4
1066,clapping_flickr-7-2-2-0-6-8-5-8-3272206858_10.mp4
1067,clapping_flickr-7-2-9-3370025729_18.mp4
1068,clapping_flickr-7-6-1-1-6-5-8-2-2876116582_24.mp4
1069,clapping_flickr-7-6-6-9-7-7-4-0-7176697740_17.mp4
1070,clapping_flickr-8-6-8-8-1-6-1-8-2886881618_6.mp4
