,0
2000,descending_flickr-9-6-0-2-5-6-9-9-2796025699_8.mp4
2001,descending_flickr-9-7-8-4447743978_1.mp4
2002,descending_flickr_R-3-6-7-4-9-0-5-2-7636749052_5.mp4
2003,descending_gnWhgtprTe8_6.mp4
2004,descending_meta_R-11454083_12.mp4
2005,destroying_4-9-8-0-1-9-3-0-19849801930.mp4
2006,destroying_7-2-2-1-2-5-1-3-5372212513.mp4
2007,destroying_flickr-0-4-2-6-3-3-4-9-2604263349_3.mp4
2008,destroying_flickr-0-7-0-3-7-4-6-2-9407037462_8.mp4
2009,destroying_flickr-5-2-6-5-9-2-6-9-3152659269_6.mp4
2010,destroying_meta-531023_102.mp4
2011,destroying_meta-531023_72.mp4
2012,dialing_5whcVlvTh7o_11.mp4
2013,dining_0-2-4-4693297024.mp4
2014,dining_7-3-3-9-5-6-8-2-2473395682.mp4
2015,dining_9-5-8-9-1-9-0-3-3295891903.mp4
2016,dining_flickr-0-2-4-7-4-4-8-8-8202474488_67.mp4
2017,dining_flickr-0-3-4-4-3-7-9-5-7003443795_11.mp4
2018,dining_flickr-0-4-9-7-7-2-6-3-3404977263_5.mp4
2019,dining_flickr-0-6-6-1-5-8-2-5-14806615825_5.mp4
2020,dining_flickr-0-7-8-1-3-3-1-2-7307813312_1.mp4
2021,dining_flickr-0-9-1-5-0-2-3-9-4409150239_9.mp4
2022,dining_flickr-1-1-9-3-1-2-8-2-4711931282_5.mp4
2023,dining_flickr-1-8-0-2-3-9-5-9-4918023959_4.mp4
2024,dining_flickr-2-9-5-5-7-9-4-2-6029557942_1.mp4
2025,dining_flickr-2-9-9-5-9-0-8-4-7929959084_4.mp4
2026,dining_flickr-3-1-4-1-6-0-1-5-13831416015_7.mp4
2027,dining_flickr-5-2-5-5-8-7-9-5-4452558795_10.mp4
2028,dining_flickr-5-3-1-2-7-9-5-5-2653127955_28.mp4
2029,dining_flickr-5-7-3-0-1-6-7-1-25057301671_14.mp4
2030,dining_flickr-6-7-0-4-8-0-5-8-4367048058_41.mp4
2031,dining_flickr-8-3-5-4-6-5-8-4-9683546584_1.mp4
2032,dining_flickr-8-8-7-8-8-0-4-1-3188788041_13.mp4
2033,dining_flickr-9-5-3-0-6-4-6-5-3395306465_47.mp4
2034,dipping_4-9-7-4-0-9-4-6-20649740946.mp4
2035,dipping_6-8-3-0-8-3-4-8-3868308348.mp4
2036,dipping_Ez6c-B4Zgho_51.mp4
2037,discussing_0-5-6-8272016056.mp4
2038,discussing_0-9-8-2-2-0-2-4-2509822024.mp4
2039,discussing_3-4-6-8-0-2-6-5-16034680265.mp4
2040,discussing_4-2-2-3-9-6-9-3-6842239693.mp4
2041,discussing_4-3-6-6-1-7-5-6-5943661756.mp4
2042,discussing_5-1-4-3398452514.mp4
2043,discussing_6-5-3-6367296653.mp4
